key_group,atlas_key,status,cross_ref,key_completeness,cell_members,cell_tier_span,cell_games,cell_neg,rank_in_cell,representative,source,cell_id,kit_id,folk_name,corpus,game,tier,canon_tier,negative,flags,lineage,gx,proxy,geo,commit,econ,mob,elem_p,avg_conf,spend_stratum,basin,meta,power_rating,eras,prov,mechanics_status,blocking_mechanics,mech_note
IMHFSI-HSDG-LC-NE-~~,IMHFSI-HSDG-LC-NE-~~,,,12,1,T1,1,0,1,True,canon,SOLO|SMALL|INST×GX-02,le-reaper-form-lich,Reaper Form Lich,le,le,T1,deep,False,,,GX-02 GX-06,solo,small-AOE,instant,decaying-form-sustain-race,high,necrotic,0.73,,,,,beta-0.8-0.9;1.0-launch;1.4-omens,gg;eg;kb,blocked-new,form-swap stat-block hotswap,"Transform into the Reaper — a second health bar that DECAYS every second, harvest-scythe kit, leech-or-die tempo; the form-shift whose fuel "
IMHFSI-HSDM-SP-FI-~~,IMHFSI-HSDM-SP-FI-~~,,,12,1,T1,1,0,1,True,canon,SOLO|SMALL|INST×econ:spend,le-flame-reave-spellblade,Flame Reave Spellblade,le,le,T1,deep,False,,,,solo,small-AOE,instant,builder-widened-wave,high,fire,0.85,,,,,beta-0.8-0.9;1.0-launch;1.4-omens,mx-le;kb,have-core,direct-hit instant verbs native,"Melee-mage crescent waves of fire off sword swings, ward from Firebrand stacks — the battle-mage identity build since beta, re-listed on Sea"
IMHFSI-HSDM-SP-NE-~~,IMHFSI-HSDM-SP-NE-~~,,,12,1,T1,1,0,1,True,canon,SOLO|SMALL|INST×GX-05,le-harvest-lich,Harvest Death Seal Lich,le,le,T1,deep,False,,,GX-05 GX-06,solo,small-AOE,instant,health-locked-low,high,necrotic,0.82,,,,,beta-0.8-0.9;1.0-launch;1.2-woven,kb,blocked-new,self-cost contract operators,Death Seal LOCKS your health at a fraction and pays you damage for the missing life while Harvest scythes through melee range — the delibera
IMHFSI-LSDT-SP-AE-~~,IMHFSI-LSDT-SP-AE-~~,,,12,1,T1,1,0,1,True,canon,SOLO|SMALL|INST×econ:spend,gd-callidors-tempest-templar,Callidor's Tempest Templar,gd,gd,T1,deep,False,,,,solo,small-AOE,instant,mana-spender,low,aether,0.87,,,,,base-2016;fg-2019;patch-1.1-1.2,gt;kb,have-core,direct-hit instant verbs native,Point-blank aether-fire tempest pulsing around a battle-caster who stands IN the melee — the caster-tank identity where the nova radius is y
IMHFSI-MSDG-SP-AR-~~,IMHFSI-MSDG-SP-AR-~~,,,12,1,T1,1,1,1,False,canon,SOLO|SMALL|INST×econ:spend,d3-spectral-blade,Spectral Blade,d3,d3,T1,negative,True,,,,solo,small-AOE,instant,generator,med,arcane,0.85,,,,,vanilla;set-era;late-sets,kb,have-core,direct-hit instant verbs native,The melee-range wizard generator that flirted with In-geom speed gimmicks but never held a push identity — a caster class's melee button nob
IMHFSI-MSDT-SP-PH-~~,IMHFSI-MSDT-SP-PH-~~,,,12,1,T1,1,0,1,True,canon,SOLO|SMALL|INST×GX-09,d3-inarius-bonestorm,Inarius Bone Storm,d3,d3,T1,moderate,False,,,GX-09,solo,small-AOE,instant,essence-light,med,physical,0.85,,,,,late-sets,kb,designed-addendum,rotational/orbital substrate addendum — build pending,A swirling tornado of bone ORBITS the necromancer's body shredding whatever walks into it — melee-range necro living inside a personal cyclo
IMHFSI-_SDM-SP-SH-~~,IMHFSI-_SDM-SP-SH-~~,,,11,1,T1,1,0,1,True,canon,SOLO|SMALL|INST×econ:spend,d4-dread-claws-warlock,Dread Claws Warlock,d4,d4,T1,deep,False,,,,solo,small-AOE,instant,unknown,unknown,shadow,0.37,,,,,loh-s13-14,gl;sky,have-core,direct-hit instant verbs native,The D4 Warlock's melee-caster flagship — abyssal claw strikes under the new class's hatred/abyss resource fantasy. SEARCH-DERIVED (post-cuto
IMHFSI-_SDT-SP-__-~~,IMHFSI-_SDT-SP-__-~~,,,10,1,T1,1,0,1,True,canon,SOLO|SMALL|INST×GAP-D2-11,d2-wl-echoing-strike,Echoing Strike Warlock,d2,d2,T1,deep,False,,,GAP-D2-11,solo,small-AOE,instant,unknown,unknown,physical?,0.43,,,,,rotw-s13+,aoe;od;iv,have-core,direct-hit instant verbs native,"RotW expansion class flagship melee: Echoing Strike repeats/echoes hits; dominated S13 ladder, brought down some in patch 3.2 yet still top-"
IMHVSI-HSDG-SP-LI-~~,IMHVSI-HSDG-SP-LI-~~,,,12,1,T1,1,0,1,True,canon,SOLO|SMALL|INST×GX-09,d4-ball-lightning,Ball Lightning Sorcerer,d4,d4,T1,deep,False,,,GX-09,solo,small-AOE,instant,mana-spender,high,lightning,0.85,,,,,launch-s1-3,kb,designed-addendum,rotational/orbital substrate addendum — build pending,Slow crackling orbs ORBIT the sorcerer's body zapping everything they pass — attack-speed scaling made the orbit a blender so overtuned it w
IMLFSI-MLMM-CD-CO-~~,IMLFSI-MLMM-CD-CO-~~,,,12,1,T1,1,0,1,True,canon,SOLO|LARGE|INST×econ:cooldown,poe1-cold-dot-occ,Cold DoT Occultist,poe1,poe1,T1,deep,False,,,,solo,large-AOE,instant,cooldown-zones,med,cold,0.87,,,,,3.0-3.6;3.7-3.13;3.14-3.19,kb,have-core,direct-hit instant verbs native,Instant-cast Vortex ground chill plus Creeping Frost clouds tick cold DoT while the CI/ES body facetanks — the safest league-starter archety
IMLFSI-MSDM-CD-SH-~~,IMLFSI-MSDM-CD-SH-~~,,,12,1,T1,1,0,1,True,canon,SOLO|SMALL|INST×GX-17,d4-infinimist,Infinimist Necromancer,d4,d4,T1,deep,False,,,GX-17 GX-04,solo,small-AOE,instant,cooldown-uptime-loop,med,shadow,0.8,,,,,launch-s1-3,kb,blocked-new,on-kill resource-spawn economy (corpse/soul ammo),Cooldown-collapsed Blood Mist keeps the necro PERMANENTLY incorporeal while corpse explosions and shadow DoTs tick from inside the untouchab
IMLFSI-_LDG-SP-FI-~~,IMLFSI-_LDG-SP-FI-~~,,,11,1,T1,1,1,1,False,canon,SOLO|LARGE|INST×GAP-D2-01,d2-blaze-sorc,Blaze Sorceress,d2,d2,T1,negative,True,,,GAP-D2-01,solo,large-AOE,instant,mana-mid,movement-IS-the-skill,fire,0.7,,,,,lod,kb,have-core,direct-hit instant verbs native,Blaze leaves a fire trail behind the running caster — movement-paints-damage inversion that never produced a viable loop (run-in-circles mem
IMLFSI-_SDT-RS-CH-~~,IMLFSI-_SDT-RS-CH-~~,,,11,1,T1,1,0,1,True,canon,SOLO|SMALL|INST×GAP-P1-08,poe1-deaths-oath,Death's Oath,poe1,poe1,T1,deep,False,,,GAP-P1-08,solo,small-AOE,instant,passive-aura,walk-forward,chaos,0.82,,,,,2.x;3.0-3.6;3.7-3.13,kb,have-core,direct-hit instant verbs native,"Unique armour projects Death Aura — constant chaos DoT around the walking body; the item IS the build, RF's chaos cousin with zero buttons."
IMMFHI-HNDM-SP-PH-~~,IMMFHI-HNDM-SP-PH-~~,,,12,1,T1,1,0,1,True,canon,HEAVY|SINGLE|INST×econ:spend,gd-pet-conjurer,Pet Conjurer,gd,gd,T1,deep,False,,,,heavy,single,instant,pet-stat-economy,high,physical,0.78,,,,,base-2016;fg-2019;patch-1.1-1.2,gt;cf;kb,partial,soul-control troop command exists; turret/pet AI variants + summon economy needed,"The full menagerie — Briarthorn, Familiar, and Bysmiel devotion beasts under pet-scaled gear where YOUR stats mean nothing and THEIRS mean e"
IMMFHI-MNDM-AM-PH-~~,IMMFHI-MNDM-AM-PH-~~,,,12,1,T1,1,0,1,True,canon,HEAVY|SINGLE|INST×GAP-P1-12,poe1-animate-weapon,Animate Weapon,poe1,poe1,T1,moderate,False,,,GAP-P1-12,heavy,single,instant,loot-as-ammo,med,physical,0.77,,,,,1.x;3.7-3.13;3.20+,mb;kb,partial,soul-control troop command exists; turret/pet AI variants + summon economy needed,Animates weapons LYING ON THE GROUND as temporary sword-minions — loot literally becomes ammunition; the drop stream is the resource pool.
IMMFHI-MNDM-PC-PH-~~,IMMFHI-MNDM-PC-PH-~~,,,12,1,T1,1,0,1,True,canon,HEAVY|SINGLE|INST×GX-11,d4-minion-necro,Minion Necromancer,d4,d4,T1,deep,False,,,GX-11,heavy,single,instant,summon-uptime+proc-ring,med,physical,0.78,,,,,launch-s1-3;loot-reborn-s4-5;voh-s6+;loh-s13-14,sky;kb,partial,soul-control troop command exists; turret/pet AI variants + summon economy needed,"Skeleton warriors, mages, and golem with Mendeln's ring making every minion hit proc YOUR damage — reworked into real power in S4 and again "
IMMFHI-MNMM-SU-PH-~~,IMMFHI-MNMM-SU-PH-~~,,,12,1,T2,1,0,1,True,canon,HEAVY|SINGLE|INST×econ:summon,tq-petmaster-summoner,Petmaster Summoner,tq,tq,T2,deep,False,,,,heavy,single,instant,summon-uptime,med,physical,0.78,,,,,base-2006;immortal-throne-2007;anniversary-2016;eternal-embers-2021,tqf;kb,partial,soul-control troop command exists; turret/pet AI variants + summon economy needed,The Core Dweller golem anchoring a wolf pack while the summoner buffs from behind — TQ's founding pet archetype and the direct ancestor of e
IMMFHI-MNMM-SU-SH-~~,IMMFHI-MNMM-SU-SH-~~,,,12,1,T2,1,0,1,True,canon,HEAVY|SINGLE|INST×econ:summon,chr-demon-legion-warlock,Demon Legion Warlock,chronicon,chronicon,T2,moderate,False,,,,heavy,single,instant,summon-uptime,med,shadow,0.77,,,,,ea-2015-2019;1.0-2020,kb,partial,soul-control troop command exists; turret/pet AI variants + summon economy needed,The Demonologist tree's standing army — summoned demons holding the line while curses soften everything they touch; the Warlock's convention
IMMFHI-MSDM-SU-FI-~~,IMMFHI-MSDM-SU-FI-~~,,,12,1,T1,1,0,1,True,canon,HEAVY|SMALL|INST×GX-06,poe2-infernal-legion,Infernal Legion Minions,poe2,poe2,T1,moderate,False,,,GX-06,heavy,small-AOE,instant,minion-life-as-fuel,med,fire,0.82,,,,,0.2-dawn;0.3-edict;0.4,kb;bm,partial,soul-control troop command exists; turret/pet AI variants + summon economy needed,"Support gem sets your OWN minions on fire — they burn themselves down while radiating fire AOE, minion life converted into a damage aura; se"
IMMFLI-HNDG-SP-FI-~~,IMMFLI-HNDG-SP-FI-~~,,,12,1,T1,1,0,1,True,canon,LIGHT|SINGLE|INST×GAP-D2-05,d2-enchantress,Enchantress,d2,d2,T1,moderate,False,,,GAP-D2-05,light,single,instant,long-buff-cycle,teleport-high,fire,0.7,,,,,lod;d2r,kb,verify,no rule matched — Mac pass to classify,Enchant converts the sorceress (and party/mercenary) into fire-melee attackers; self-buff-as-build plus external scaling — the buff-economy 
IMMFLI-LNMG-SP-PO-~~,IMMFLI-LNMG-SP-PO-~~,,,12,1,T1,1,0,1,True,canon,LIGHT|SINGLE|INST×econ:spend,d2-daggermancer,Daggermancer,d2,d2,T1,shallow,False,,,,light,single,instant,mana-light,low,poison,0.75,,,,,d2r-2.4+,kb,verify,no rule matched — Mac pass to classify,Poison Dagger melee necromancer made semi-real by 2.4 — a shallow-canon curiosity proving the buff-promotes-build pattern.
IMMFSI-HSDM-CD-FI-~~,IMMFSI-HSDM-CD-FI-~~,,,12,1,T1,1,0,1,True,canon,SOLO|SMALL|INST×GX-17,d4-flame-shield-immortal,Immortal Flame Shield,d4,d4,T1,moderate,False,degenerate-famous,,GX-17,solo,small-AOE,instant,cooldown-uptime-loop,high,fire,0.78,,,,,launch-s1-3,kb,have-core,battle-sim auto-aim native,Cooldown-collapsed Flame Shield made the sorcerer PERMANENTLY immune — walk through Uber Lilith's mechanics untouched while trailing burn; t
IMMFSI-MLMG-SP-AR-~~,IMMFSI-MLMG-SP-AR-~~,,,12,1,T1,1,1,1,False,canon,SOLO|LARGE|INST×econ:spend,d3-wave-of-force,Wave of Force,d3,d3,T1,negative,True,,,,solo,large-AOE,instant,arcane-spender,med,arcane,0.85,,,,,vanilla;set-era;late-sets,kb,have-core,direct-hit instant verbs native,"The knockback nova that never earned a set, a supporting legendary that mattered, or a leaderboard row — D3's reference setless-orphan skill"
IMMFSI-_SDM-RS-FI-~~,IMMFSI-_SDM-RS-FI-~~,,,11,1,T1,1,0,1,True,canon,SOLO|SMALL|INST×GX-05,le-fire-aura-spellblade,Fire Aura Spellblade,le,le,T1,deep,False,,,GX-05,solo,small-AOE,instant,aura-passive,walk-forward,fire,0.37,,,,,1.4-omens,lb,partial,reservation/aura toggles — loot-operator extension,"The Season 4 aura-scaling rework birthed an S-tier — burning aura output on the melee-mage chassis, walk-forward damage in a radius. SEARCH-"
IMMSSI-HLDM-SP-AR-~~,IMMSSI-HLDM-SP-AR-~~,,,12,1,T1,1,0,1,True,canon,SOLO|LARGE|INST×GX-02,d3-vyr-archon,Vyr Chantodo Archon,d3,d3,T1,deep,False,,,GX-02 GX-03,solo,large-AOE,instant,bank-then-transform-release,high-in-form,arcane,0.77,,,,,set-era;late-sets;s39,db;kb,blocked-new,mark/tag ledger + consume-trigger operators,"Bank Chantodo's Wave stacks in caster form, then TRANSFORM into Archon — a complete replacement kit whose entrance detonates the banked wave"
IMMSSI-LLDT-CD-PH-~~,IMMSSI-LLDT-CD-PH-~~,,,12,1,T1,1,0,1,True,canon,SOLO|LARGE|INST×GX-06,d4-blood-surge,Blood Surge Necromancer,d4,d4,T1,moderate,False,,,GX-06,solo,large-AOE,instant,essence+overpower-windows,low,physical,0.85,,,,,launch-s1-3;s7-s12,kb,blocked-new,self-cost contract operators,"Draw blood in, nova it out — overpower-scaled blood novas off a fortified body; the necro's point-blank pulse identity."
IMMSSI-MLDD-MT-FI-~~,IMMSSI-MLDD-MT-FI-~~,,,12,1,T1,1,0,1,True,canon,SOLO|LARGE|INST×GAP-P1-02,poe1-discharge,Discharge,poe1,poe1,T1,deep,False,,,GAP-P1-02 GAP-D2-10,solo,large-AOE,instant,charge-dump,med,fire,0.85,,,,,1.x;2.x;3.0-3.6,kb,have-core,direct-hit instant verbs native,"Consumes ALL your charges at once for a nova scaled per charge consumed — build the stack, dump the stack; the genre's reference resource-du"
IMMVHI-MSDM-AM-PH-~~,IMMVHI-MSDM-AM-PH-~~,,,12,1,T1,1,1,1,False,canon,HEAVY|SMALL|INST×GAP-P1-01,poe1-reaper,Summon Reaper,poe1,poe1,T1,negative,True,,,GAP-P1-01,heavy,small-AOE,instant,minion-consumes-minions,med,physical,0.77,,,,,3.14-3.19,kb,partial,soul-control troop command exists; turret/pet AI variants + summon economy needed,"Flagship 3.15 minion that EATS your other minions to sustain itself — the anti-synergy killed it; clunky, starving, never found a meta despi"
IRHFHI-HMDD-SP-CO-~~,IRHFHI-HMDD-SP-CO-~~,,,12,1,T1,1,0,1,True,canon,HEAVY|MULTI|INST×GAP-P1-03,poe1-icicle-mines,Icicle Mines,poe1,poe1,T1,deep,False,,,GAP-P1-03,heavy,multi-spawn,instant,mine-throw-detonate-cycle,high,cold,0.75,,,,,3.7-3.13,kb,partial,soul-control troop command exists; turret/pet AI variants + summon economy needed,"Throw mine clusters while running, detonate for converging icicle volleys — the throw-and-detonate two-beat rhythm at maximum tempo; league-"
IRHFLI-MNDM-SP-PH-~~,IRHFLI-MNDM-SP-PH-~~,,,12,1,T1,1,0,1,True,canon,LIGHT|SINGLE|INST×GX-11,d3-masquerade-spear,Masquerade Bone Spear,d3,d3,T1,deep,False,,,GX-11,light,single,instant,essence-spender,med,physical,0.77,,,,,late-sets;s39,vx;kb,partial,echo/clone actors — troop-command adjacent,Masquerade of the Burning Carnival: two Simulacrum blood-clones MIRROR your Bone Spear casts — every throw is three throws; the player as co
IRHFSC-RCDM-LC-VI-~~,IRHFSC-RCDM-LC-VI-~~,,,12,1,T1,1,0,1,True,canon,SOLO|CHAIN|CHAN×GX-06,gd-drain-essence-spellbinder,Drain Essence Spellbinder,gd,gd,T1,deep,False,,,GX-06,solo,chain,channel,mana-per-tick+leech,rooted-while-channel,vitality,0.8,,,,,aom-2017;patch-1.1-1.2,gt;cf;kb,blocked-new,sustained-stream/channel verb + movement-tax tuning,Channel a life-drinking tether that splits across the pack — vitality-aether drain where the beam IS the sustain; the vampire channel next t
IRHFSC-RNDM-SP-AE-~~,IRHFSC-RNDM-SP-AE-~~,,,12,1,T1,1,0,1,True,canon,SOLO|SINGLE|CHAN×econ:spend,gd-aar-spellbinder,Albrecht's Aether Ray Spellbinder,gd,gd,T1,deep,False,,,,solo,single,channel,mana-per-tick,rooted-while-channel,aether,0.87,,,,,base-2016;aom-2017;fg-2019;patch-1.1-1.2,gt;cf;kb,blocked-new,sustained-stream/channel verb + movement-tax tuning,"The sustained aether BEAM — channel a continuous ray that melts whatever it touches, mana hunger tamed by a decade of support items; GD's si"
IRHFSI-HCMM-SP-LI-~~,IRHFSI-HCMM-SP-LI-~~,,,12,1,T1,1,0,1,True,canon,SOLO|CHAIN|INST×econ:spend,le-lightning-blast,Lightning Blast,le,le,T1,deep,False,,,,solo,chain,instant,mana-spender,high,lightning,0.87,,,,,beta-0.8-0.9;1.0-launch;1.2-woven;1.4-omens,lb;kb,have-core,direct-hit instant verbs native,"The chain-lightning perennial — tree paths for chains, forks, and repeat-cast storms, currently wearing the Runemaster's ward engine as a Se"
IRHFSI-HLDM-MT-FI-~~,IRHFSI-HLDM-MT-FI-~~,,,12,1,T2,1,0,1,True,canon,SOLO|LARGE|INST×GX-05,chr-firestorm-warlock,Sun & Moon Firestorm Warlock,chronicon,chronicon,T2,deep,False,,,GX-05,solo,large-AOE,instant,soul-reservoir,high,fire,0.82,,,,T700+ (guide-titled),ancient-beasts-dlc;current-1.52,sf,partial,reservation/aura toggles — loot-operator extension,Firestorm spam under the Sun & Moon set with a 19-soul Ritual economy paying 10% stats per soul held — Regalia of Burning Hells detonating F
IRHFSI-HLMG-SP-CO-~~,IRHFSI-HLMG-SP-CO-~~,,,12,1,T2,1,0,1,True,canon,SOLO|LARGE|INST×econ:spend,tli-gemma-frost-caster,Gemma Frost Caster,tl,tli,T2,deep,False,,,,solo,large-AOE,instant,mana-spender,high,cold,0.83,,,,,tli-live-2022+;tli-ss11-12-2026,fdw;sky;kb,have-core,direct-hit instant verbs native,"Cold-damage wave-mowing with Frostbite stacks — Gemma's Frostbitten Heart trait is the perennial league-starter queen, her Ice-Fire Fusion s"
IRHFSI-HLMG-SP-LI-~~,IRHFSI-HLMG-SP-LI-~~,,,12,1,T2b,1,0,1,True,canon,SOLO|LARGE|INST×econ:spend,ud-lightning-vortex,Lightning Vortex Mapper,undecember,undecember,T2b,deep,False,,,,solo,large-AOE,instant,6-link-scaling,high,lightning,0.83,,kr-trunk,,,ud-s7-2025,pgm,have-core,direct-hit instant verbs native,Lightning Vortex wave-clear with a survivability lattice linked around it — the clear-speed caster lane of the season metas; the mapping-ver
IRHFSI-HMMG-PC-CO-~~,IRHFSI-HMMG-PC-CO-~~,,,12,1,T1,1,0,1,True,canon,SOLO|MULTI|INST×econ:proc,d4-frozen-orb,Frozen Orb Sorcerer,d4,d4,T1,deep,False,,,,solo,multi-spawn,instant,mana-spender+proc-recursion,high,cold,0.83,,,,,loot-reborn-s4-5;voh-s6+,kb,have-core,direct-hit instant verbs native,"The D2 heirloom in D4 clothes — orb travels and sprays radial bolts, Fractured Winterglass recursion spawning free orbs from conjuration pro"
IRHFSI-HMMG-SP-FI-~~,IRHFSI-HMMG-SP-FI-~~,,,12,1,T2,1,0,1,True,canon,SOLO|MULTI|INST×GX-12,tl2-prismatic-embermage,Prismatic Bolt Embermage,tl,tl2,T2,deep,False,,,GX-12 GX-15,solo,multi-spawn,instant,mana-spender,high,fire,0.87,,,,,tl2-2012,tlf;kb,partial,stochastic ops in loot-operator framework — per-cast roll verify,"A fan of rainbow bolts that SEEK their own targets, each one rolling fire, ice, OR lightning — Prismatic Bolt is tri-element roulette with h"
IRHFSI-HNMD-SP-CO-~~,IRHFSI-HNMD-SP-CO-~~,,,12,1,T2,1,0,1,True,canon,SOLO|SINGLE|INST×GX-17,tq2-stormblade-ice-shards,Stormblade Ice Shards,tq,tq2,T2,deep,False,,,GX-17,solo,single,instant,auto-target-spam,high,cold,0.4,,,,,tq2-ea-2025+,dx;egw,have-core,battle-sim auto-aim native,"TQ2's top boss-DPS — Ice Shards with AUTOMATED PROJECTILE TARGETING that per its own guides 'significantly reduces micromanagement,' cold sp"
IRHFSI-HNMG-SP-CO-~~,IRHFSI-HNMG-SP-CO-~~,,,12,1,T1,1,0,1,True,canon,SOLO|SINGLE|INST×GX-03,d4-ice-shards,Ice Shards Sorcerer,d4,d4,T1,deep,False,,,GX-03,solo,single,instant,mana-spender,high,cold,0.82,,,,,launch-s1-3;loot-reborn-s4-5,kb,blocked-new,mark/tag ledger + consume-trigger operators,"Machine-gun ice shards that seek FROZEN targets automatically — freeze the pack, watch the volley redirect itself into the statues; the laun"
IRHFSI-MCDM-SP-LI-~~,IRHFSI-MCDM-SP-LI-~~,,,12,1,T1,1,0,1,True,canon,SOLO|CHAIN|INST×GX-15,gd-panettis-mage-hunter,Panetti's Missile Mage Hunter,gd,gd,T1,moderate,False,,,GX-15,solo,chain,instant,mana-spender,med,lightning,0.82,,,,,base-2016;aom-2017;patch-1.1-1.2,gt;kb,partial,element-application addendum covers hybrid caps — status-gate ops verify,"Replicating arcane missiles that split and fork through packs — the pure-mage spam button, elemental tri-damage fanning wider with every inv"
IRHFSI-MCDM-SP-PH-~~,IRHFSI-MCDM-SP-PH-~~,,,12,1,T1,1,0,1,True,canon,SOLO|CHAIN|INST×GX-06,d4-blood-lance,Blood Lance Necromancer,d4,d4,T1,moderate,False,,,GX-06,solo,chain,instant,essence+life-cost,med,physical,0.82,,,,,launch-s1-3,sky;kb,blocked-new,self-cost contract operators,"Lances that LINGER in targets and echo damage between all lanced enemies — tag the pack, the lances cross-talk; early D4's linked-target cas"
IRHFSI-MMDM-SP-VI-~~,IRHFSI-MMDM-SP-VI-~~,,,12,1,T2,1,0,1,True,canon,SOLO|MULTI|INST×econ:spend,tq-ternion-bone-charmer,Ternion Bone Charmer,tq,tq,T2,deep,False,,,,solo,multi-spawn,instant,generator-as-spender-inversion,med,vitality,0.85,,,,,base-2006;immortal-throne-2007;anniversary-2016,tqf;kb,have-core,direct-hit instant verbs native,Ternion Attack splits every staff shot into THREE orbs — the tripled default attack that made vitality staves the genre's strangest machine 
IRHFSI-MNMM-SP-CO-~~,IRHFSI-MNMM-SP-CO-~~,,,12,1,T2,1,0,1,True,canon,SOLO|SINGLE|INST×econ:spend,tq-ice-shard-oracle,Ice Shard Oracle,tq,tq,T2,moderate,False,,,,solo,single,instant,mana-spender,med,cold,0.83,,,,,anniversary-2016;ragnarok-2017,tqf;kb,have-core,direct-hit instant verbs native,Machine-gun ice spikes after the Anniversary Edition rebalance made Ice Shard real — piercing cold spam under Spirit's sustain; the AE era's
IRHFSI-MNMM-SP-MA-~~,IRHFSI-MNMM-SP-MA-~~,,,12,1,T1,1,0,1,True,canon,SOLO|SINGLE|INST×GAP-D2-09,d2-bonemancer,Bonemancer,d2,d2,T1,deep,False,,,GAP-D2-09,solo,single,instant,mana-mid,med,magic,0.77,,,,,lod-1.10+;d2r,kb,have-core,direct-hit instant verbs native,Bone Spear/Spirit magic-damage caster with Bone Prison control; PvP royalty and the immunity-proof caster archetype.
IRHSHI-HLDD-SP-CO-~~,IRHSHI-HLDD-SP-CO-~~,,,12,1,T1,1,0,1,True,canon,HEAVY|LARGE|INST×GAP-P1-03,poe1-glacial-cascade-mines,Glacial Cascade Mines,poe1,poe1,T1,deep,False,,,GAP-P1-03,heavy,large-AOE,instant,mine-throw-cycle,high,cold,0.73,,,,,3.0-3.6;3.7-3.13,kb,partial,soul-control troop command exists; turret/pet AI variants + summon economy needed,Thrown mines detonate cascading ice eruptions marching forward in a line — deploy-then-detonate caster at mine cadence.
