t_s,colour,area,cx,cy,ground_r_px
864.7833,green,96,1034.7,622.8,368.6
864.7833,green,238,929.6,646.8,406.7
864.7833,green,42,894.1,648.9,414.7
864.7833,green,282,553.1,666.8,601.4
864.7833,green,95,525.7,663.4,615.7
864.7833,green,195,1366.3,683.5,624.2
864.7833,green,104,1396.3,691.5,655.3
864.7833,green,136,953.1,716.1,534.7
864.7833,green,118,907.7,722.1,548.2
864.7833,green,182,922.4,730.0,561.9
864.7833,green,171,967.3,751.6,600.7
864.7833,green,95,1331.4,748.9,702.1
864.7833,green,367,919.3,775.1,645.9
864.7833,green,125,1270.2,799.9,757.1
864.7833,green,263,1089.4,813.5,727.6
864.7833,green,137,1199.1,812.2,752.5
864.7833,green,102,889.2,823.0,737.2
864.7833,green,50,1085.0,834.6,765.6
864.7833,green,79,1219.9,1002.9,1099.8
864.7833,green,50,1209.7,998.8,1090.1
864.7833,green,530,1278.3,1003.4,1116.1
864.7833,green,72,1293.4,1025.0,1158.9
864.8,cyan,76,1238.7,391.1,287.5
864.8,cyan,115,1247.3,403.7,291.1
864.8,cyan,49,1231.6,416.0,272.7
864.8,cyan,563,707.7,538.4,324.2
864.8,cyan,68,1030.3,543.4,224.4
864.8,cyan,107,1028.9,587.1,302.4
864.8,cyan,52,1026.7,593.0,312.5
864.8,cyan,55,1050.3,595.8,323.5
864.8,cyan,625,1496.5,652.7,679.1
864.8,cyan,116,786.2,685.9,508.9
864.8,cyan,173,1062.7,724.6,559.9
864.8,cyan,49,1050.7,744.3,594.1
864.8,cyan,152,574.0,790.5,776.1
864.8,cyan,773,545.2,804.3,812.8
864.8,cyan,1841,1287.9,985.0,1086.1
864.8,green,54,1487.0,171.5,712.6
864.8,green,91,1258.8,254.4,441.6
864.8,green,162,1256.5,272.0,416.4
864.8,green,139,1252.5,299.9,378.6
864.8,green,930,1245.3,348.6,322.2
864.8,green,276,1226.0,407.7,268.9
864.8,green,45,1255.7,393.0,303.2
864.8,green,210,225.0,429.4,735.0
864.8,green,53,272.0,430.8,688.0
864.8,green,53,661.7,434.7,298.5
864.8,green,158,1116.0,454.2,162.9
864.8,green,201,682.0,445.9,279.8
864.8,green,179,938.3,578.5,279.2
864.8,green,71,1006.3,587.7,299.2
864.8,green,88,1027.0,600.0,325.5
864.8,green,164,1364.5,612.0,528.9
864.8,green,124,1396.9,610.6,552.5
864.8,green,96,1034.7,622.8,368.6
864.8,green,238,929.6,646.8,406.7
864.8,green,41,894.2,648.8,414.6
864.8,green,284,552.9,666.9,601.6
864.8,green,96,525.7,663.4,615.7
864.8,green,195,1366.3,683.5,624.2
864.8,green,104,1396.3,691.5,655.3
864.8,green,135,953.1,716.1,534.7
864.8,green,118,907.7,722.1,548.4
864.8,green,182,922.4,730.0,561.9
864.8,green,171,967.3,751.6,600.7
864.8,green,95,1331.4,748.9,702.1
864.8,green,367,919.3,775.1,645.9
864.8,green,125,1270.2,799.9,757.1
864.8,green,263,1089.4,813.5,727.6
864.8,green,137,1199.1,812.2,752.5
864.8,green,102,889.2,823.0,737.2
864.8,green,50,1085.0,834.6,765.6
864.8,green,79,1219.9,1002.9,1099.8
864.8,green,50,1209.7,998.8,1090.1
864.8,green,524,1278.3,1003.4,1116.0
864.8,green,66,1293.8,1025.3,1159.4
864.8167,cyan,40,1244.1,412.7,285.7
864.8167,cyan,564,713.3,541.2,323.3
864.8167,cyan,48,1030.7,541.0,220.2
864.8167,cyan,42,1003.8,587.7,298.8
864.8167,cyan,210,1016.8,593.5,311.6
864.8167,cyan,91,1048.9,600.8,332.1
864.8167,cyan,639,1503.7,655.7,688.4
864.8167,cyan,116,802.0,687.8,507.2
864.8167,cyan,219,1068.7,729.5,570.0
864.8167,cyan,109,1056.7,748.3,602.4
864.8167,cyan,152,580.4,793.8,778.2
864.8167,cyan,776,551.2,807.1,814.1
864.8167,cyan,1843,1287.8,985.0,1086.0
864.8167,green,54,1487.0,171.5,712.6
864.8167,green,59,1267.2,259.5,440.5
864.8167,green,93,1263.7,274.1,418.8
864.8167,green,69,1255.9,304.1,376.4
864.8167,green,46,1256.8,329.3,350.1
864.8167,green,1158,1252.1,362.6,317.2
864.8167,green,47,1252.3,401.9,296.7
864.8167,green,325,1231.8,422.4,272.1
864.8167,green,365,231.8,428.1,728.2
864.8167,green,95,278.0,433.2,682.0
864.8167,green,220,1124.2,461.6,175.0
864.8167,green,238,691.7,450.7,271.4
864.8167,green,167,1041.9,610.0,346.8
864.8167,green,237,1369.8,615.8,537.6
864.8167,green,98,1028.9,623.9,369.5
864.8167,green,366,940.6,650.0,412.0
864.8167,green,327,562.5,670.8,600.6
864.8167,green,274,1371.0,686.4,631.4
864.8167,green,51,1400.2,694.1,661.4
864.8167,green,210,963.7,718.5,539.1
864.8167,green,122,914.0,725.7,554.4
864.8167,green,105,927.0,734.6,570.0
864.8167,green,141,1333.4,748.9,703.1
864.8167,green,253,975.8,753.2,603.9
864.8167,green,267,932.1,781.6,657.3
864.8167,green,142,1277.2,803.3,765.8
864.8167,green,378,1097.5,815.7,733.2
864.8167,green,53,898.5,826.8,743.4
864.8167,green,46,1092.3,838.2,773.3
864.8167,green,79,1219.9,1002.9,1099.8
864.8167,green,50,1209.7,998.8,1090.1
864.8167,green,522,1278.4,1003.4,1116.0
864.8167,green,62,1294.1,1025.0,1159.1
864.8333,cyan,228,1250.5,440.4,291.3
864.8333,cyan,564,719.0,544.5,322.9
864.8333,cyan,45,1047.6,551.9,245.1
864.8333,cyan,1147,1019.3,602.2,328.0
864.8333,cyan,55,1068.7,593.8,325.6
864.8333,cyan,58,984.6,618.5,353.7
864.8333,cyan,625,1511.5,659.3,698.7
864.8333,cyan,136,818.8,689.2,504.6
864.8333,cyan,188,715.8,721.6,597.1
864.8333,cyan,413,1071.1,741.0,591.5
864.8333,cyan,44,1260.3,758.2,682.7
864.8333,cyan,798,557.7,811.1,817.4
864.8333,cyan,158,587.1,797.1,780.4
864.8333,cyan,52,1029.6,806.9,707.1
864.8333,green,54,1487.0,171.5,712.6
864.8333,green,54,1263.3,307.5,378.3
864.8333,green,56,1271.5,340.2,352.7
864.8333,green,41,263.3,345.0,714.0
864.8333,green,1205,1259.7,368.5,320.2
864.8333,green,54,248.7,402.7,713.0
864.8333,green,45,292.2,410.7,668.6
864.8333,green,180,1256.4,422.1,296.7
864.8333,green,438,237.9,427.4,722.1
864.8333,green,239,1235.6,445.3,277.3
864.8333,green,138,284.1,436.4,676.1
864.8333,green,58,266.2,445.8,694.5
864.8333,green,211,702.2,455.5,262.5
864.8333,green,156,1133.2,477.7,195.5
864.8333,green,51,1142.7,613.6,389.3
864.8333,green,44,1050.3,619.0,365.2
864.8333,green,164,1376.4,619.8,547.4
864.8333,green,67,1011.1,623.3,365.4
864.8333,green,370,952.0,653.2,417.5
864.8333,green,261,570.7,674.6,600.6
864.8333,green,318,1372.9,688.8,636.0
864.8333,green,186,976.8,719.9,541.9
864.8333,green,120,920.5,728.9,559.9
864.8333,green,53,932.0,739.2,578.4
864.8333,green,121,1330.7,746.1,697.2
864.8333,green,302,984.1,757.1,611.4
864.8333,green,109,932.6,780.1,654.4
864.8333,green,138,1273.2,790.0,741.6
864.8333,green,176,954.3,793.1,678.0
864.8333,green,334,1106.8,815.4,734.4
864.8333,green,97,1285.3,807.5,776.2
864.8333,green,93,1193.2,823.5,770.7
864.8333,green,79,1219.9,1002.9,1099.8
864.8333,green,50,1209.7,998.8,1090.1
864.8333,green,614,1276.7,1002.5,1113.9
864.8333,green,60,1294.1,1024.9,1158.9
864.85,cyan,321,1250.9,453.3,294.4
864.85,cyan,559,719.2,544.5,322.9
864.85,cyan,755,1003.5,606.2,332.9
864.85,cyan,112,987.9,618.6,354.2
864.85,cyan,612,1511.4,659.8,699.1
864.85,cyan,91,832.0,687.2,497.6
864.85,cyan,166,716.8,720.0,593.9
864.85,cyan,71,1060.5,755.4,616.1
864.85,cyan,44,1270.7,764.6,698.0
864.85,cyan,45,580.2,778.5,753.5
864.85,cyan,782,558.0,810.9,816.9
864.85,cyan,168,586.8,797.5,781.1
864.85,cyan,53,1030.9,804.2,702.2
864.85,cyan,55,1024.4,818.3,727.7
864.85,green,54,1487.0,171.5,712.6
864.85,green,1300,1260.2,367.7,321.2
864.85,green,725,249.4,417.3,710.9
864.85,green,81,295.1,411.5,665.7
864.85,green,515,1246.5,447.3,288.6
864.85,green,483,284.8,442.0,675.7
864.85,green,84,231.6,434.2,728.5
864.85,green,171,712.3,459.9,254.3
864.85,green,150,1134.6,484.1,202.4
864.85,green,130,1353.6,620.8,531.5
864.85,green,334,962.2,651.8,415.0
864.85,green,55,558.8,672.7,605.8
864.85,green,142,590.2,676.8,591.4
864.85,green,244,1359.8,685.6,623.1
864.85,green,108,990.7,713.8,531.2
864.85,green,103,920.2,729.5,560.9
864.85,green,177,1325.3,742.9,689.2
864.85,green,259,987.5,758.3,613.9
864.85,green,141,1269.8,785.7,733.0
864.85,green,210,958.6,795.2,681.8
864.85,green,258,1111.5,802.9,712.5
864.85,green,54,1192.0,823.8,771.0
864.85,green,79,1219.9,1002.9,1099.8
864.85,green,50,1209.7,998.8,1090.1
864.85,green,614,1276.7,1002.5,1113.9
864.85,green,47,1338.7,1002.3,1132.7
864.85,green,55,1294.2,1024.7,1158.5
864.8667,cyan,252,1245.2,466.9,293.8
864.8667,cyan,570,718.9,544.6,323.2
864.8667,cyan,89,1067.7,593.9,325.4
864.8667,cyan,674,987.3,609.1,336.6
864.8667,cyan,62,980.1,617.7,352.1
864.8667,cyan,606,1511.4,659.9,699.3
864.8667,cyan,86,842.0,685.1,491.2
864.8667,cyan,181,717.6,719.6,592.9
864.8667,cyan,108,1060.0,756.6,618.1
864.8667,cyan,60,1050.0,766.1,634.1
864.8667,cyan,62,1278.5,769.2,709.1
864.8667,cyan,794,557.9,810.5,816.3
864.8667,cyan,162,586.6,796.7,780.0
864.8667,cyan,71,1032.1,803.5,701.2
864.8667,cyan,100,1020.8,826.0,741.8
864.8667,green,54,1487.0,171.5,712.6
864.8667,green,1271,1260.1,367.7,321.2
864.8667,green,891,241.9,420.3,718.2
864.8667,green,127,266.1,411.6,694.6
864.8667,green,503,1247.6,437.8,288.1
864.8667,green,582,284.1,442.8,676.4
864.8667,green,213,707.1,457.8,258.5
864.8667,green,211,1230.5,478.4,285.8
864.8667,green,229,1134.3,485.2,203.3
864.8667,green,172,1353.2,621.8,532.5
864.8667,green,462,958.2,652.3,415.8
864.8667,green,116,562.5,673.8,604.8
864.8667,green,145,588.4,676.4,591.9
864.8667,green,419,1362.3,686.4,625.8
864.8667,green,255,997.4,711.2,526.9
864.8667,green,111,920.4,729.2,560.5
864.8667,green,248,1323.0,741.6,686.0
864.8667,green,279,987.1,758.2,613.6
864.8667,green,256,1267.0,781.9,725.4
864.8667,green,492,1110.9,804.0,714.4
864.8667,green,324,963.7,798.1,687.4
864.8667,green,55,1191.9,823.8,770.9
864.8667,green,79,1219.9,1002.9,1099.8
864.8667,green,50,1209.7,998.8,1090.1
864.8667,green,614,1276.7,1002.5,1113.9
864.8667,green,47,1338.7,1002.3,1132.7
864.8667,green,52,1294.3,1024.3,1158.0
864.8833,cyan,124,1244.8,482.3,301.6
864.8833,cyan,591,718.8,544.7,323.4
864.8833,cyan,225,1052.6,583.4,302.1
864.8833,cyan,601,995.7,608.8,336.8
864.8833,cyan,89,955.2,611.7,340.3
864.8833,cyan,615,1511.6,660.0,699.5
864.8833,cyan,73,851.5,684.2,487.4
864.8833,cyan,203,718.5,719.1,591.7
864.8833,cyan,66,1075.6,731.4,574.9
864.8833,cyan,234,1055.4,760.7,625.1
864.8833,cyan,44,1269.3,764.9,697.9
864.8833,cyan,43,580.3,778.4,753.4
864.8833,cyan,41,541.9,791.9,794.6
864.8833,cyan,167,586.4,796.3,779.4
864.8833,cyan,760,558.9,811.2,817.0
864.8833,cyan,52,1030.0,803.6,701.1
864.8833,cyan,161,1018.7,830.9,750.7
864.8833,green,54,1487.0,171.5,712.6
864.8833,green,1193,1260.1,367.8,321.0
864.8833,green,825,234.3,415.0,726.2
864.8833,green,727,279.6,429.9,680.4
864.8833,green,1001,1250.6,452.5,293.8
864.8833,green,136,263.3,428.6,696.7
864.8833,green,152,711.2,459.9,255.3
864.8833,green,44,731.2,468.7,240.4
864.8833,green,241,1134.5,487.8,206.0
864.8833,green,179,1227.9,489.2,290.5
864.8833,green,257,1347.3,622.3,528.7
864.8833,green,187,1049.5,632.3,389.0
864.8833,green,50,1156.7,627.9,419.4
864.8833,green,299,963.8,651.9,415.1
864.8833,green,46,984.0,650.0,412.2
864.8833,green,152,590.1,676.4,590.9
864.8833,green,41,614.8,679.9,580.9
864.8833,green,86,1335.4,680.2,599.8
864.8833,green,227,1357.1,684.9,620.4
864.8833,green,354,1000.7,708.6,522.3
864.8833,green,99,920.0,729.6,561.2
864.8833,green,121,1309.2,731.9,663.5
864.8833,green,172,1325.8,743.4,690.3
864.8833,green,260,987.4,758.6,614.4
864.8833,green,290,1263.3,777.7,716.7
864.8833,green,412,1114.4,793.7,696.5
864.8833,green,400,966.7,800.3,691.5
864.8833,green,84,1167.9,828.1,771.7
864.8833,green,171,962.0,837.4,760.6
864.8833,green,79,1219.9,1002.9,1099.8
864.8833,green,50,1209.7,998.8,1090.1
864.8833,green,614,1276.7,1002.5,1113.9
864.8833,green,47,1338.7,1002.3,1132.7
864.8833,green,51,1294.5,1024.2,1157.8
864.8833,green,106,1277.1,1027.3,1158.4
