track_id,wave,t_birth_s,t_last_s,n_frames,r_birth_gpx,r_birth_m_lo119,r_birth_m_hi125,r_min_gpx,r_min_m_lo119,r_min_m_hi125,at_frustum_boundary,G_MAX,N_MIN,H_GAP,basis
T01174,156,764.0167,765.1167,53,744.14,6.2533,5.9531,572.65,4.8122,4.5812,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01175,156,764.0167,765.8667,98,618.0,5.1933,4.944,247.77,2.0821,1.9822,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01176,156,764.0167,765.8667,98,463.45,3.8945,3.7076,195.88,1.646,1.567,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01177,156,764.0167,765.8667,98,456.43,3.8356,3.6514,333.49,2.8024,2.6679,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01178,156,764.1,764.1833,6,92.01,0.7732,0.7361,87.23,0.733,0.6978,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01179,156,764.1,764.2,7,400.98,3.3696,3.2079,395.65,3.3248,3.1652,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01180,156,764.1667,764.3833,7,413.79,3.4773,3.3104,389.15,3.2701,3.1132,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01181,156,764.2,764.3667,9,486.84,4.0911,3.8947,486.84,4.0911,3.8947,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01182,156,764.2667,764.4167,10,684.11,5.7488,5.4729,670.32,5.633,5.3626,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01183,156,764.2667,764.8833,31,685.68,5.762,5.4854,653.88,5.4948,5.231,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01184,156,764.45,764.5333,6,60.04,0.5046,0.4803,59.51,0.5001,0.4761,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01185,156,764.5667,764.8833,15,522.18,4.388,4.1774,517.54,4.349,4.1403,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01186,156,764.6,764.8833,13,504.38,4.2385,4.0351,496.8,4.1748,3.9744,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01187,156,764.6,765.8667,63,930.46,7.819,7.4437,660.01,5.5463,5.2801,1,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01188,156,765.05,765.1333,6,846.65,7.1147,6.7732,846.65,7.1147,6.7732,1,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01189,156,765.05,765.8667,50,877.24,7.3718,7.0179,711.91,5.9825,5.6953,1,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01190,156,765.0833,765.3333,7,301.21,2.5312,2.4097,264.39,2.2218,2.1151,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01191,156,765.1333,765.4167,16,968.41,8.1379,7.7473,864.81,7.2673,6.9185,1,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01192,156,765.1333,765.8667,45,494.97,4.1594,3.9598,454.24,3.8171,3.6339,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01193,156,765.15,767.0333,105,454.03,3.8154,3.6323,103.3,0.868,0.8264,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01194,156,765.1833,765.5167,12,339.07,2.8494,2.7126,306.64,2.5768,2.4531,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01195,156,765.2167,765.3167,6,981.24,8.2457,7.8499,981.24,8.2457,7.8499,1,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01196,156,765.2167,765.35,7,991.62,8.3329,7.9329,988.93,8.3103,7.9114,1,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01197,156,765.2833,765.7667,26,105.75,0.8886,0.846,14.12,0.1187,0.113,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01198,156,765.4167,765.8667,28,834.97,7.0166,6.6798,576.63,4.8456,4.613,1,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01199,156,765.7,766.0667,15,47.63,0.4003,0.381,10.13,0.0852,0.0811,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01200,156,765.7667,766.0833,8,72.83,0.612,0.5826,72.83,0.612,0.5826,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01201,156,765.95,766.1167,10,128.21,1.0774,1.0257,128.21,1.0774,1.0257,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01202,156,765.95,766.2833,21,146.11,1.2278,1.1689,104.38,0.8772,0.8351,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01203,156,765.95,766.35,25,276.89,2.3268,2.2151,247.46,2.0795,1.9797,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01204,156,765.95,766.55,36,228.42,1.9195,1.8274,6.83,0.0574,0.0547,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01205,156,765.95,766.75,44,570.21,4.7917,4.5617,533.72,4.485,4.2698,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01206,156,765.95,766.8833,49,361.45,3.0374,2.8916,71.22,0.5985,0.5698,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01207,156,765.95,767.25,67,251.73,2.1154,2.0138,229.89,1.9318,1.8391,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01208,156,765.95,767.4333,80,550.43,4.6255,4.4035,510.05,4.2861,4.0804,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01209,156,765.95,767.7667,98,715.53,6.0128,5.7242,516.64,4.3415,4.1331,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01210,156,765.95,770.2167,237,652.51,5.4832,5.22,203.63,1.7112,1.629,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01211,156,765.9833,766.2,8,77.29,0.6495,0.6183,67.98,0.5712,0.5438,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01212,156,766.0,766.0833,6,73.15,0.6147,0.5852,66.53,0.5591,0.5322,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01213,156,766.0833,766.5833,10,124.35,1.0449,0.9948,124.35,1.0449,0.9948,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01214,156,766.1,766.3667,14,220.26,1.8509,1.7621,220.13,1.8498,1.761,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01215,156,766.1667,766.3667,8,268.41,2.2555,2.1473,268.14,2.2533,2.1451,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01216,156,766.2167,766.35,9,85.87,0.7216,0.687,85.87,0.7216,0.687,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01217,156,766.2167,766.35,8,132.54,1.1138,1.0603,131.3,1.1034,1.0504,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01218,156,766.2167,766.4167,7,190.77,1.6031,1.5261,190.77,1.6031,1.5261,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01219,156,766.25,766.5667,10,115.22,0.9682,0.9218,115.22,0.9682,0.9218,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01220,156,766.3,766.4,7,572.11,4.8076,4.5769,568.15,4.7743,4.5452,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01221,156,766.3167,766.75,23,293.15,2.4634,2.3452,291.01,2.4455,2.3281,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01222,156,766.3167,766.7833,13,200.15,1.6819,1.6012,177.23,1.4893,1.4178,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01223,156,766.3167,766.9833,23,254.43,2.138,2.0354,219.04,1.8406,1.7523,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01224,156,766.35,766.5833,9,217.58,1.8284,1.7407,217.58,1.8284,1.7407,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01225,156,766.35,766.65,8,320.86,2.6963,2.5669,308.36,2.5912,2.4668,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01226,156,766.3667,766.9333,14,246.93,2.075,1.9754,186.01,1.5631,1.4881,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01227,156,766.4167,766.5833,9,385.45,3.2391,3.0836,385.45,3.2391,3.0836,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01228,156,766.5,767.1,10,114.72,0.964,0.9177,114.72,0.964,0.9177,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01229,156,766.5333,766.8167,8,262.72,2.2077,2.1017,219.39,1.8436,1.7551,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01230,156,766.5667,767.0667,11,206.56,1.7358,1.6525,166.84,1.402,1.3347,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01231,156,766.5833,766.8167,7,369.02,3.101,2.9522,339.62,2.8539,2.7169,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01232,156,766.5833,766.8167,9,251.4,2.1126,2.0112,251.4,2.1126,2.0112,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01233,156,766.5833,766.8167,8,396.62,3.3329,3.1729,387.4,3.2554,3.0992,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01234,156,766.6333,770.9,233,628.75,5.2836,5.03,577.97,4.8569,4.6238,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01235,156,766.65,766.8833,9,384.43,3.2305,3.0755,354.77,2.9813,2.8382,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01236,156,766.7,766.8167,6,613.61,5.1564,4.9088,605.82,5.091,4.8466,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01237,156,766.7,767.3333,29,300.45,2.5248,2.4036,130.04,1.0927,1.0403,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01238,156,766.75,766.9833,8,528.53,4.4414,4.2282,510.28,4.2881,4.0822,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01239,156,766.7833,766.9833,6,170.57,1.4333,1.3645,156.91,1.3186,1.2553,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01240,156,766.8,767.1833,12,142.07,1.1939,1.1366,131.35,1.1038,1.0508,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01241,156,766.8167,767.1833,12,238.61,2.0052,1.9089,238.61,2.0052,1.9089,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01242,156,766.9333,767.0333,6,115.26,0.9686,0.9221,96.14,0.8079,0.7691,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01243,156,766.9667,767.1,9,659.25,5.5399,5.274,651.78,5.4772,5.2143,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01244,156,766.9667,767.1333,11,441.07,3.7065,3.5286,433.4,3.642,3.4672,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01245,156,766.9667,767.8667,45,556.37,4.6754,4.451,548.67,4.6107,4.3893,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01246,156,767.0,767.4,25,408.66,3.4341,3.2693,408.66,3.4341,3.2693,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01247,156,767.0167,767.1833,9,100.57,0.8451,0.8045,81.17,0.6821,0.6493,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01248,156,767.2667,767.3667,7,688.74,5.7877,5.5099,649.97,5.4619,5.1998,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01249,156,767.3167,767.7167,19,123.32,1.0363,0.9866,108.79,0.9142,0.8703,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01250,156,767.4167,767.5833,10,489.85,4.1164,3.9188,442.69,3.7201,3.5415,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01251,156,767.45,767.7,10,243.95,2.05,1.9516,213.23,1.7919,1.7058,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01252,156,767.4667,767.65,7,164.23,1.3801,1.3139,129.3,1.0866,1.0344,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01253,156,767.5167,767.95,25,438.9,3.6883,3.5112,222.46,1.8694,1.7797,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01254,156,767.5667,767.7,9,152.78,1.2839,1.2222,152.78,1.2839,1.2222,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01255,156,767.5667,767.7,7,253.28,2.1284,2.0262,246.79,2.0739,1.9743,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01256,156,767.5667,767.7167,6,30.99,0.2604,0.2479,21.13,0.1776,0.1691,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01257,156,767.5667,767.7167,6,60.65,0.5097,0.4852,53.65,0.4509,0.4292,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01258,156,767.5667,767.7167,6,83.44,0.7012,0.6675,83.44,0.7012,0.6675,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01259,156,767.6167,767.7167,7,271.0,2.2773,2.168,271.0,2.2773,2.168,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01260,156,767.6667,767.9667,12,455.87,3.8309,3.647,455.87,3.8309,3.647,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01261,156,767.7667,767.95,9,687.46,5.777,5.4997,681.31,5.7253,5.4505,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01262,156,767.8167,769.35,71,150.76,1.2669,1.2061,150.76,1.2669,1.2061,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01263,156,767.8833,768.1,9,223.34,1.8768,1.7867,223.34,1.8768,1.7867,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01264,156,767.8833,768.3,13,235.38,1.978,1.883,153.75,1.292,1.23,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01265,156,767.9167,768.15,9,263.52,2.2145,2.1082,242.81,2.0404,1.9425,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01266,156,767.9667,768.25,12,599.0,5.0337,4.792,599.0,5.0337,4.792,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01267,156,767.9667,768.3,21,193.6,1.6269,1.5488,71.22,0.5985,0.5698,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01268,156,768.0167,768.3,9,564.92,4.7472,4.5193,535.62,4.501,4.285,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01269,156,768.0333,768.3,7,568.6,4.7782,4.5488,556.86,4.6795,4.4549,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01270,156,768.0333,768.8,41,1068.09,8.9755,8.5447,1041.61,8.7531,8.3329,1,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01271,156,768.2333,769.2333,43,57.5,0.4832,0.46,29.95,0.2517,0.2396,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01272,156,768.2667,768.4667,6,249.66,2.098,1.9973,249.66,2.098,1.9973,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01273,156,768.3833,768.5667,6,137.58,1.1561,1.1006,126.46,1.0627,1.0117,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01274,156,768.3833,768.6167,10,262.08,2.2024,2.0966,225.72,1.8968,1.8058,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01275,156,768.4167,768.6,9,376.49,3.1638,3.0119,370.87,3.1165,2.9669,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01276,156,768.4167,768.6667,9,457.53,3.8448,3.6602,429.84,3.6121,3.4387,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01277,156,768.4167,768.7,9,325.99,2.7394,2.608,325.99,2.7394,2.608,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01278,156,768.4167,768.7,10,339.02,2.8489,2.7122,339.02,2.8489,2.7122,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01279,156,768.5667,768.7333,10,413.86,3.4778,3.3108,403.52,3.391,3.2282,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01280,156,768.75,768.9667,10,238.09,2.0008,1.9048,227.45,1.9113,1.8196,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01281,156,768.8333,769.15,10,464.76,3.9056,3.7181,408.41,3.4321,3.2673,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01282,156,768.8667,769.1167,8,434.2,3.6488,3.4736,370.28,3.1116,2.9623,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01283,156,768.8667,774.8833,359,880.22,7.3968,7.0417,82.04,0.6894,0.6563,1,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01284,156,768.9333,769.15,14,553.31,4.6497,4.4265,532.55,4.4752,4.2604,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01285,156,768.9833,769.15,10,568.97,4.7812,4.5517,554.86,4.6627,4.4389,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01286,156,768.9833,769.2833,12,101.1,0.8496,0.8088,101.1,0.8496,0.8088,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01287,156,769.0167,769.15,8,183.37,1.5409,1.4669,170.73,1.4347,1.3658,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01288,156,769.0167,769.1667,6,313.46,2.6341,2.5077,297.34,2.4986,2.3787,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01289,156,769.0667,769.7,18,199.53,1.6767,1.5962,149.82,1.259,1.1986,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01290,156,769.3667,769.6,11,208.08,1.7485,1.6646,171.03,1.4372,1.3682,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01291,156,769.4667,769.6167,6,165.27,1.3889,1.3222,165.27,1.3889,1.3222,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01292,156,769.4667,769.6667,8,439.26,3.6913,3.5141,439.26,3.6913,3.5141,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01293,156,769.4833,769.65,11,458.36,3.8518,3.6669,450.38,3.7847,3.6031,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01294,156,769.5667,771.2333,95,1058.85,8.8979,8.4708,1044.3,8.7756,8.3544,1,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01295,156,769.8333,769.9167,6,784.12,6.5892,6.2729,784.12,6.5892,6.2729,1,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01296,156,769.9833,770.1167,6,59.9,0.5034,0.4792,27.98,0.2351,0.2238,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01297,156,770.0,770.3333,6,143.13,1.2028,1.145,93.79,0.7882,0.7504,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01298,156,770.2167,770.3833,7,103.02,0.8657,0.8242,59.34,0.4986,0.4747,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01299,156,770.2167,770.5667,9,186.72,1.5691,1.4938,186.72,1.5691,1.4938,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01300,156,770.2333,770.5,9,156.03,1.3112,1.2483,116.09,0.9755,0.9287,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01301,156,770.3333,770.5667,12,35.83,0.3011,0.2867,8.44,0.0709,0.0675,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01302,156,770.3667,770.6333,11,83.95,0.7054,0.6716,19.38,0.1629,0.1551,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01303,156,770.5667,770.75,12,664.47,5.5838,5.3157,661.07,5.5552,5.2886,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01304,156,770.5667,770.8333,17,764.67,6.4258,6.1173,764.67,6.4258,6.1173,1,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01305,156,770.6167,770.8333,7,53.13,0.4465,0.4251,13.74,0.1155,0.1099,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01306,156,770.6167,770.8667,9,11.22,0.0943,0.0897,11.22,0.0943,0.0897,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01307,156,770.7667,770.9,6,62.7,0.5269,0.5016,62.7,0.5269,0.5016,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01308,156,770.9667,771.3333,11,259.78,2.183,2.0782,246.33,2.07,1.9706,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01309,156,771.0,771.0833,6,211.94,1.781,1.6955,154.78,1.3006,1.2382,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01310,156,771.0333,771.6333,19,96.62,0.8119,0.773,16.55,0.1391,0.1324,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01311,156,771.0667,771.25,9,474.27,3.9855,3.7942,440.42,3.701,3.5234,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01312,156,771.0833,771.5333,10,236.19,1.9848,1.8895,221.61,1.8623,1.7729,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01313,156,771.2167,771.7833,13,204.31,1.7169,1.6345,197.47,1.6594,1.5798,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01314,156,771.3667,771.5333,6,232.63,1.9548,1.861,232.63,1.9548,1.861,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01315,156,771.3667,771.7,17,28.7,0.2412,0.2296,10.57,0.0888,0.0845,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01316,156,771.4,772.55,58,51.91,0.4363,0.4153,48.32,0.4061,0.3866,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01317,156,771.4167,771.6,6,92.3,0.7756,0.7384,92.3,0.7756,0.7384,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
