wave,tier,difficulty,characterAttackSpeedModifier,characterDefensiveAbility,characterDefensiveAbilityModifier,characterLifeModifier,characterLifeRegenModifier,characterManaRegenModifier,characterOffensiveAbility,characterOffensiveAbilityModifier,characterPercentHealIncreaseModifier,characterSpellCastSpeedModifier,defensivePercentCurrentLife,offensiveCritDamageModifier,offensivePhysicalModifier,offensiveSlowBleedingModifier,offensiveSlowColdModifier,offensiveSlowFireModifier,offensiveSlowLifeModifier,offensiveSlowLightningModifier,offensiveSlowPhysicalModifier,offensiveSlowPoisonModifier,offensiveTotalDamageModifier,retaliationTotalDamageModifier,skillCooldownReduction,spawnChampionMaxAdj,spawnChampionMinAdj
186,19,gladiator,13.0,85.0,6.0,636.0,95.0,95.0,69.0,4.199999809265137,-60.0,13.0,9.0,31.0,-36.0,-65.0,-65.0,-65.0,-65.0,-65.0,-65.0,-65.0,101.0,95.0,5.0,1,1
187,19,gladiator,13.0,85.0,6.0,652.0,96.0,96.0,70.0,4.199999809265137,-60.0,13.0,9.0,31.0,-36.0,-65.0,-65.0,-65.0,-65.0,-65.0,-65.0,-65.0,102.0,95.0,5.0,1,1
188,19,gladiator,13.0,86.0,6.0,668.0,97.0,97.0,71.0,4.199999809265137,-60.0,13.0,9.0,31.0,-36.0,-65.0,-65.0,-65.0,-65.0,-65.0,-65.0,-65.0,103.0,95.0,5.0,1,1
189,19,gladiator,13.0,87.0,6.0,684.0,98.0,98.0,72.0,4.199999809265137,-60.0,13.0,9.0,31.0,-36.0,-65.0,-65.0,-65.0,-65.0,-65.0,-65.0,-65.0,104.0,95.0,5.0,1,1
190,19,gladiator,13.0,87.0,6.0,700.0,99.0,99.0,73.0,5.0,-60.0,13.0,10.0,31.0,-36.0,-65.0,-65.0,-65.0,-65.0,-65.0,-65.0,-65.0,105.0,95.0,5.0,1,1
191,20,gladiator,13.0,88.0,6.0,765.0,100.0,100.0,74.0,5.0,-60.0,13.0,10.0,33.0,-40.0,-65.0,-65.0,-65.0,-65.0,-65.0,-65.0,-65.0,111.0,100.0,10.0,1,1
192,20,gladiator,13.0,89.0,6.0,790.0,101.0,101.0,75.0,5.0,-60.0,13.0,10.0,33.0,-40.0,-65.0,-65.0,-65.0,-65.0,-65.0,-65.0,-65.0,112.0,100.0,10.0,1,1
193,20,gladiator,13.0,89.0,6.0,815.0,102.0,102.0,76.0,5.0,-60.0,13.0,10.0,33.0,-40.0,-65.0,-65.0,-65.0,-65.0,-65.0,-65.0,-65.0,113.0,100.0,10.0,1,1
194,20,gladiator,13.0,90.0,6.0,840.0,103.0,103.0,77.0,5.0,-60.0,13.0,10.0,33.0,-40.0,-65.0,-65.0,-65.0,-65.0,-65.0,-65.0,-65.0,114.0,100.0,10.0,1,1
195,20,gladiator,13.0,91.0,6.0,865.0,104.0,104.0,78.0,5.0,-60.0,13.0,10.0,33.0,-40.0,-65.0,-65.0,-65.0,-65.0,-65.0,-65.0,-65.0,115.0,110.0,10.0,1,1
196,20,gladiator,13.0,91.0,6.0,890.0,105.0,105.0,79.0,5.0,-60.0,13.0,10.0,33.0,-44.0,-65.0,-65.0,-65.0,-65.0,-65.0,-65.0,-65.0,122.0,110.0,10.0,1,1
197,20,gladiator,13.0,92.0,6.0,915.0,106.0,106.0,80.0,5.0,-60.0,13.0,10.0,33.0,-44.0,-65.0,-65.0,-65.0,-65.0,-65.0,-65.0,-65.0,123.0,110.0,10.0,1,1
198,20,gladiator,13.0,93.0,6.0,940.0,107.0,107.0,81.0,5.0,-60.0,13.0,10.0,33.0,-44.0,-65.0,-65.0,-65.0,-65.0,-65.0,-65.0,-65.0,124.0,110.0,10.0,1,1
199,20,gladiator,13.0,94.0,6.0,965.0,108.0,108.0,82.0,5.0,-60.0,13.0,10.0,33.0,-44.0,-65.0,-65.0,-65.0,-65.0,-65.0,-65.0,-65.0,125.0,110.0,10.0,1,1
200,20,gladiator,13.0,95.0,6.0,990.0,110.0,110.0,83.0,5.0,-60.0,13.0,10.0,33.0,-50.0,-65.0,-65.0,-65.0,-65.0,-65.0,-65.0,-65.0,130.0,110.0,10.0,1,1
